title,describe,Limg,Cimg,Rimg,Lexpression,Cexpression,Rexpression
주르르,<?sfx=2챕터 33[주르르] 버거땅>버거땅 퇴근 하고 잠시 이야기좀 해도 될까?,주르르,,메이드버거,,,
메이드버거,응 그럴까? 나도 하고 싶은 이야기가 있었어 르르땅.,주르르,,메이드버거,,,
주르르,오늘 낮엔 왜 안 따라 간거야?,주르르,,메이드버거,,,
메이드버거,"그게...많이...무서워서, 그리고 나 카페가 너무 맘에 들었나봐 그리고 르르땅 혼자서는 진상들 상대하는게 힘들거 같아서..나도 크게 도움은 되지 않는 것 같지만..",주르르,,메이드버거,,,
주르르,"<?sfx=2챕터 37[주르르] 에이~>에이~버거땅이 있어서 르르땅은 완전 힘나지! 하지만, 역시 진상 녀석들 르르땅 혼자서는 무리랄까? 그래도 버거땅 기사버거땅 따라가기 싫은 진짜 이유가 뭐야?",주르르,,메이드버거,,,
메이드버거,다 알고있었구나...그치만..나 같은 겁쟁이 같은 인격은 여행하는데 도움이 되지도 않고 본체로 돌아간다고 해도 이런 나약한 인격은 필요 없을거 아니야..그리고 나 르르땅이랑도 헤어지기 싫은 걸..,주르르,,메이드버거,,,
주르르,"<?sfx=2챕터 39[주르르] 어머....>어머! 버거땅 완전 감동인걸? 와타시도 버거땅이랑 헤어지기 싫은 걸~ 하지만 버거땅, 언제까지 여기에 있을 순 없는 거 버거땅도 알고 있지 않아?",주르르,,메이드버거,,,
메이드버거,알고는 있지만…,주르르,,메이드버거,,,
주르르,"<?sfx=2챕터 33[주르르] 버거땅>메이드 버거땅도, 기사 버거땅도 같은 버거땅이잖아? ",주르르,,메이드버거,,,
주르르,"난 버거땅이 기사버거땅 같이 정의롭고 용감한 버거땅도, 메이드 버거땅 같은 약하고 겁 많은 버거땅도 다 같은 버거땅이고 꼭 필요하다고 생각해.",주르르,,메이드버거,,,
주르르,세상에 필요없는건 없으니까~ 그러니까 한번 더 생각 해보는건 어때? 응? 내 얼굴 봐서라도~,주르르,,메이드버거,,,
메이드버거,음...알았어 르르땅! 나 르르땅 덕분에 용기가 생겼어..그럼 내일 봐!,주르르,,메이드버거,,,
