title,describe,Limg,Cimg,Rimg,Lexpression,Cexpression,Rexpression
기네스버거,큭..내가 지다니...어쩔수없지 굽던지 삶던지 니들 맘대로 해라..,기사버거,,기네스버거,,,
뢴트게늄,<?sfx=[뢴트게늄111] 어! 버거님!>기네스버거님...,기사버거,,뢴트게늄,,,
기사버거,저희는 당신을 어떻게 할 생각은 없습니다. 그저 저희와 함께 다른 인격을 찾고 본체로 돌아고싶을 뿐입니다. 당신도 느끼고 있잖아요...돌아가야한다는 것을..,기사버거,,기네스버거,,,
기네스버거,알고있어..하지만 이대로는 안된다고 생각했을 뿐이야..,기사버거,,기네스버거,,,
기사버거,이제 이런짓을 벌인 진짜 이유를 알려주시겠어요?,기사버거,,기네스버거,,,
메이드버거,하지만 아까는 이유가 없다고..,기사버거,메이드버거,기네스버거,,,
기사버거,"아뇨, 저희는 모두 각자의 인격을 가지고 있지만 같은 사람입니다. 이런 짓을 이유 없이 할 우리(징버거)가 아니잖아요.",기사버거,메이드버거,기네스버거,,,
기네스버거,알았어..알려줄게...뭐..그렇게 큰 의미는 없어..,기사버거,메이드버거,기네스버거,,,
기네스버거,그냥 본체에 있으면서 답답했던 모습 타인을 위해 참고 착하게만 살았던 본체의 모습이 답답해서 다시는 까불지 못하게 강한 모습을 보여주려고 했던거 뿐이야..딱히 나쁜짓은 하지 않았다고..,기사버거,메이드버거,기네스버거,,,
메이드버거,그럼 이 실적표는..뭔가요..?,기사버거,메이드버거,기네스버거,,,
기네스버거,그거 그냥..봉사..를..조금 했을뿐인데...,기사버거,메이드버거,기네스버거,,,
메이드버거,네..? 근데 왜 그런 안좋은 소문이...,기사버거,메이드버거,기네스버거,,,
기네스버거,원래 사람이라는게 겉모습만 보고 많이 판단하지..너희들도 봐서 알겠지만..우리 애들이나 뢴트게늄이 좋은 인상은 아니잖아?,기사버거,메이드버거,기네스버거,,,
뢴트게늄,<?sfx=[뢴트게늄111] 징버거님[절규]>힝...기네스버거님 말이 너무 심하십니다요...,기사버거,메이드버거,뢴트게늄,,,
기사버거,어쨋든 결국 기네스버거님도 본체를 위해서 한 행동이셨잖아요.,기사버거,메이드버거,기네스버거,,,
기네스버거,뭐...그렇지..,기사버거,메이드버거,기네스버거,,,
기사버거,그렇다면 됐습니다. 그래도! 사람들에게는 확실히 사과하고 가셔야 합니다!,기사버거,메이드버거,기네스버거,,,
기네스버거,알겠어..의도했든 의도하지 않았던 나때문에 벌어진 일이니까..,기사버거,메이드버거,기네스버거,,,
메이드버거,그럼 루석바로 돌아가요!,기사버거,메이드버거,기네스버거,,,
