title,describe,Limg,Cimg,Rimg,Lexpression,Cexpression,Rexpression
부엉이(?),잠깐만! 잠깐만요! 저는 적이 아닙니다! 그저 여러분들을 모시러 온 것 뿐이에요!,,,,,,
메이드버거,부엉이가 말을 하네요??,,메이드버거,,,,
둘기,당신네들 똥강아지들도 말하잖아요! 그리고 부엉이가 아니라 비둘기에요!,,팬덤(둘기),,,,
기네스버거,"에이 거짓말 하지 마, 비둘기가 이렇게 크다고?",,팬덤(둘기),기네스버거,,,
둘기,"아이네님이 버거님들을 모시라 해서 왔는데, 늦지 않아서 다행이에요",,팬덤(둘기),기네스버거,,,
기사버거,아이네님이요?,기사버거,팬덤(둘기),기네스버거,,,
둘기,"버거님들이 길을 헤매시는걸 보시고 저를 보내셨답니다. 버거님들이 자꾸 길을 잃으시길래, 저도 찾는데 시간이 조금 더 걸렸어요",기사버거,팬덤(둘기),기네스버거,,,
메이드버거,아..너무 무서웠어요.,메이드버거,팬덤(둘기),기네스버거,,,
기사버거,그렇다면 밥버거님도 여기에 계신가요?,기사버거,팬덤(둘기),기네스버거,,,
둘기,"맞아요, 아이네님은 밥버거님이 오신걸 보고 다른 버거님들도 여기에 오실거라 생각하셨어요.",기사버거,팬덤(둘기),기네스버거,,,
기네스버거,그렇다면 빨리 안내해줘!,기사버거,팬덤(둘기),기네스버거,,,
둘기,"재촉하지 않으셔도 제가 아이네님한테 가는 길을 안내해 드릴게요! 여기 호우호우 숲은 길이 아주 복잡해서, 저와 아이네님 말고는 정확한 길을 알지 못하거든요.",기사버거,팬덤(둘기),기네스버거,,,
기사버거,그렇군요. 아까는 죄송했어요.,기사버거,팬덤(둘기),기네스버거,,,
둘기,"그럴 수 있죠, 여기 온 사람들이 다들 길을 잃어서 예민해 지거든요. 저를 따라오세요.",기사버거,팬덤(둘기),기네스버거,,,
