title,describe,Limg,Cimg,Rimg,Lexpression,Cexpression,Rexpression
기사버거,잠시 괜찮을까요?,기사버거,,밥버거,,,
밥버거,그럼요.,기사버거,,밥버거,,,
기사버거,도대체 무슨 일이 있었던건가요?,기사버거,,밥버거,,,
밥버거,그건.. 그건...제 그림을....,기사버거,,밥버거,,,
메이드버거,그림을..? ,기사버거,메이드버거,밥버거,,,
밥버거,사람들이 제 그림들을 모두 망쳐버려서요..,기사버거,메이드버거,밥버거,,,
메이드버거,"너무해, 정말로...",기사버거,메이드버거,밥버거,,,
밥버거,저를 질투해서 그런 거 같아요. 어느날 화방에 와보니 제 그림이 모두 망가져버렸거든요.,기사버거,메이드버거,밥버거,,,
기사버거,이런... 유감입니다,기사버거,메이드버거,밥버거,,,
밥버거,"그래서 모든 걸 포기하고, 이 곳에서 모두와 연락을 끊고 조용하게 살려고 했어요. ",기사버거,메이드버거,밥버거,,,
밥버거,"그러던 도중, 아이네님을 만났어요.  아직 그림은... 복구 시키지 못했지만..언젠간 다시 복구 시키고 싶어요.",기사버거,메이드버거,밥버거,,,
기사버거,글쎄요... 그림을 복구 시킨다면 갈 수도 있지 않을까요?,기사버거,메이드버거,밥버거,,,
메이드버거,저희가 도와드릴게요!,기사버거,메이드버거,밥버거,,,
밥버거,도와주시면 고맙지만..다들 그림은 그려보셨는지..?,기사버거,메이드버거,밥버거,,,
메이드버거,저희도 다 같은 버거니까 어느정도 그림에 대해 알고 있답니다! 저희가 도와줄게요.,기사버거,메이드버거,밥버거,,,
밥버거,그리고 한가지 더 걱정이 있습니다..,기사버거,메이드버거,밥버거,,,
메이드버거,어떤거요...?,기사버거,메이드버거,밥버거,,,
밥버거,다른 사람들이..저를 도망친 겁쟁이라 비웃진 않을지...,기사버거,메이드버거,밥버거,,,
메이드버거,설령 다시 도망친다고 하더라도 저희는 절대로 비웃지 않을거에요! 똥강아지들도요! 저희는 모두 같은 버거니까요!,기사버거,메이드버거,밥버거,,,
기사버거,그래요. 우린 모두 같은 버거니깐 절대로 당신을 포기 할 수 없어요.,기사버거,메이드버거,밥버거,,,
기네스버거,비웃는 놈들 모두 부셔 버릴테니까! 누구든 데려오라고!,,기네스버거,,,,
밥버거,모두들.... 고맙습니다..,기사버거,메이드버거,밥버거,,,
메이드버거,그럼 이제 다같이 힘내서 그림을 복구시켜봐요!,기사버거,메이드버거,밥버거,,,
